,acc,loss,val_acc,val_loss
0,0.460125,1.1401716873645782,0.57,1.0098696818351747
1,0.564875,1.014068765759468,0.582375,0.9745870351791381
2,0.569625,1.0015166038274765,0.58725,0.9682668724060058
3,0.57546875,0.990843337059021,0.584125,0.9607105884552002
4,0.57671875,0.9847452511787415,0.585125,0.9607333645820618
5,0.58240625,0.9795066596269607,0.587,0.955617693901062
6,0.58446875,0.9761537765264511,0.59025,0.9516952052116394
7,0.584125,0.9719573858976364,0.5865,0.9539927067756653
8,0.58821875,0.9665670577287674,0.59125,0.9475842843055725
9,0.5896875,0.9623886998891831,0.588,0.9495003361701966
10,0.5925625,0.9611617975234985,0.591375,0.9486751565933228
11,0.59390625,0.9592485630512237,0.593625,0.9469178228378295
12,0.5935625,0.9565449217557908,0.592,0.9488244199752808
13,0.5949375,0.9543484597206116,0.593,0.9461372833251953
14,0.59778125,0.9533572115898132,0.592375,0.9444375057220459
15,0.59409375,0.9498339676856995,0.593125,0.9441248140335083
16,0.6,0.9472900861501694,0.593125,0.9448264155387879
17,0.60140625,0.944867968082428,0.58575,0.9501277875900268
18,0.5983125,0.9442434171438218,0.59175,0.945540030002594
19,0.59934375,0.9433405221700668,0.59325,0.9434684772491455
20,0.6019375,0.9426585644483566,0.5905,0.9489634590148925
21,0.60396875,0.937346480846405,0.588125,0.948056095123291
22,0.602375,0.9381778159141541,0.584625,0.9478562378883362
23,0.60246875,0.9386068942546845,0.590875,0.9482499670982361
24,0.602125,0.9372973836660385,0.59075,0.9471385283470154
25,0.60990625,0.9320619977712631,0.59275,0.9531226954460144
26,0.60275,0.9339879812002182,0.594125,0.9445715403556824
27,0.6030625,0.9322970414161682,0.594875,0.9474731388092041
28,0.60521875,0.9319231592416763,0.591125,0.9458757877349854
29,0.60715625,0.9295397737026214,0.588875,0.9446900596618653
30,0.60628125,0.9291298925876618,0.586875,0.949769515991211
31,0.607375,0.9281525037288666,0.59325,0.948047101020813
32,0.60609375,0.9294295749664306,0.586875,0.946118248462677
33,0.60903125,0.9266302214860916,0.5825,0.9491232719421386
34,0.60853125,0.9252734702825546,0.5885,0.9487320795059204
35,0.609625,0.9264877963066102,0.59,0.9455711140632629
36,0.61,0.9227521975040436,0.58925,0.9496023006439209
37,0.60675,0.9237295961380005,0.59025,0.9470084567070007
38,0.60915625,0.9240585695505142,0.589875,0.9472482767105103
39,0.61065625,0.922397030711174,0.589375,0.9476705174446106
40,0.6104375,0.9222168573141099,0.59225,0.9477315702438355
41,0.61259375,0.9212327862977981,0.591,0.9473230624198914
42,0.61265625,0.9204263767004013,0.587125,0.9488643469810486
43,0.61390625,0.917341374874115,0.59075,0.9498690133094787
44,0.60796875,0.9205231549739837,0.592375,0.9461905598640442
45,0.61209375,0.9200318257808685,0.58975,0.9497239127159118
46,0.6134375,0.9195093718767167,0.59,0.9528487095832825
47,0.61371875,0.9169012789726257,0.587125,0.9484335474967956
48,0.6133125,0.9160473899841308,0.59325,0.9529066624641418
49,0.6133125,0.9157792774438858,0.58625,0.9545264010429382
