,acc,loss,val_acc,val_loss
0,0.5046875,1.1034909640550614,0.56675,1.030518466949463
1,0.5681875,1.0092172834873199,0.579375,0.9967087860107422
2,0.5745625,0.9946614320278168,0.5815,0.9902455997467041
3,0.5776875,0.9856588572263718,0.58075,0.9853343462944031
4,0.5829375,0.9779875825643539,0.58475,0.9756727342605591
5,0.5854375,0.9697604869604111,0.58325,0.9753828463554383
6,0.58634375,0.9658518419265747,0.583625,0.9723862104415893
7,0.5894375,0.962245593547821,0.587125,0.9694069771766662
8,0.58834375,0.9594985755681992,0.586125,0.9689191722869873
9,0.5911875,0.9551923978328705,0.587125,0.9683271932601929
10,0.594,0.9528378973007202,0.5855,0.9714326629638672
11,0.595375,0.9508899792432784,0.58575,0.9728191833496094
12,0.5948125,0.9459024542570114,0.58275,0.968812002658844
13,0.5951875,0.9459653823375702,0.585375,0.9675077719688415
14,0.598625,0.9414636292457581,0.583125,0.9697822670936584
15,0.59696875,0.9399576947689057,0.583375,0.9672085738182068
16,0.6006875,0.9385898305177689,0.585625,0.9695009164810181
17,0.59821875,0.9362407376766205,0.58625,0.9678006057739258
18,0.599625,0.9340640804767608,0.586375,0.9653476004600525
19,0.601875,0.9303133598566056,0.586875,0.9653237810134888
20,0.6044375,0.9327271908521653,0.58375,0.9677208185195922
21,0.6033125,0.9282109521627426,0.5855,0.9686067008972168
22,0.6024375,0.9268221172094345,0.5865,0.9688771233558655
23,0.6023125,0.926799840927124,0.581875,0.9758828625679016
24,0.60584375,0.9234641199111938,0.583125,0.970430832862854
25,0.60415625,0.9228305044174194,0.58425,0.9732501516342164
26,0.6056875,0.9235353021621704,0.58325,0.9676360478401184
27,0.6059375,0.9241306121349335,0.58425,0.9693001594543457
28,0.609625,0.918513634800911,0.587,0.9703268327713013
29,0.60796875,0.9185801910161973,0.585625,0.9717482714653015
30,0.60828125,0.9163695170879363,0.584125,0.9731680340766907
31,0.60665625,0.9158803397417068,0.585625,0.9719531464576722
32,0.60640625,0.9160392203330994,0.582875,0.9761759390830994
33,0.60834375,0.9164413831233978,0.5825,0.9727408246994018
34,0.60875,0.9146562905311585,0.58575,0.9751518259048462
35,0.61078125,0.9109434794187545,0.583875,0.973952308177948
36,0.61275,0.9093066948652268,0.584375,0.9831866250038147
37,0.60921875,0.9118557363748551,0.58225,0.974169840335846
38,0.6100625,0.9127079426050186,0.584625,0.9776787457466125
39,0.6129375,0.9086516655683518,0.582125,0.9837415127754211
40,0.609625,0.9100069893598557,0.582,0.9773917269706726
41,0.6128125,0.9081511619091034,0.584,0.9799957919120789
42,0.61503125,0.9063695712089539,0.58275,0.9794482021331787
43,0.613375,0.9068210301399231,0.58175,0.9752078957557678
44,0.6133125,0.9051637026071548,0.5825,0.978676796913147
45,0.61325,0.9046821023225784,0.582375,0.976148250579834
46,0.6193125,0.9031794439554215,0.579375,0.9852158193588256
47,0.6146875,0.9020492177009583,0.5825,0.9863647570610047
48,0.615125,0.9022258689403534,0.584375,0.9786414890289307
49,0.61746875,0.9023802732229232,0.5845,0.9790826478004455
