,acc,loss,val_acc,val_loss
0,0.4,1.4163247220516204,0.471,1.287351016998291
1,0.48378125,1.2672633368968964,0.4865,1.257349654197693
2,0.48975,1.2527167797088623,0.49125,1.2478515973091127
3,0.49896875,1.240103741168976,0.49325,1.2424278287887573
4,0.499125,1.2332453651428223,0.500375,1.2354251384735107
5,0.5031875,1.2258228551149368,0.497375,1.2381753063201903
6,0.50546875,1.2184443259239197,0.502375,1.2302932953834533
7,0.5105625,1.2122939939498902,0.50275,1.2276095957756044
8,0.51478125,1.208831489443779,0.50825,1.227555934906006
9,0.51384375,1.2045439141988754,0.5065,1.2253328075408936
10,0.51525,1.2013078836202622,0.510625,1.2219808468818665
11,0.5190625,1.1948117650747299,0.505125,1.2215222444534302
12,0.51728125,1.19510389149189,0.50725,1.2315394406318665
13,0.522,1.1896936365365982,0.51025,1.2171023263931275
14,0.52284375,1.188231943488121,0.509625,1.2221468539237976
15,0.52290625,1.1872602051496506,0.50325,1.2250203676223754
16,0.526125,1.1824109382629395,0.51,1.227592212677002
17,0.5239375,1.179619882106781,0.507625,1.2188537468910217
18,0.525125,1.181191989183426,0.50475,1.2193350868225097
19,0.52690625,1.1793842804431915,0.512625,1.217639079093933
20,0.528875,1.1771196454763413,0.50825,1.2201185698509216
21,0.52871875,1.1737894040346146,0.512,1.2202466025352479
22,0.5301875,1.1741266782283784,0.51625,1.2143858962059022
23,0.53159375,1.172011944770813,0.51175,1.2228323431015016
24,0.5305625,1.1700997358560563,0.51475,1.2153264594078064
25,0.53246875,1.166070288658142,0.516,1.2143972268104553
26,0.53128125,1.1678854464292525,0.5175,1.2165001063346863
27,0.5329375,1.1651182466745376,0.516625,1.2153106479644775
28,0.53153125,1.1653276998996736,0.511875,1.2215102400779725
29,0.53071875,1.1657767210006713,0.515625,1.2133594093322755
