,acc,loss,val_acc,val_loss
0,0.403875,1.4060016119480132,0.47625,1.3021657953262329
1,0.4736875,1.2780741646289826,0.482125,1.2723821024894715
2,0.48415625,1.2607876887321472,0.483625,1.262256028175354
3,0.49,1.2485689002275466,0.493375,1.2511491527557372
4,0.4968125,1.2416085022687913,0.4995,1.246452730178833
5,0.50165625,1.2311045879125595,0.500625,1.2424061508178712
6,0.5064375,1.2236736869812013,0.503625,1.2411484155654908
7,0.50815625,1.219801787853241,0.50425,1.2361731495857238
8,0.5141875,1.2115160942077636,0.509625,1.2396252017021179
9,0.512125,1.2096215126514436,0.508125,1.231080138206482
10,0.51553125,1.2044405121803283,0.50875,1.230702959537506
11,0.5160625,1.2007378288507462,0.50825,1.2276267924308777
12,0.5165,1.199123391509056,0.5075,1.228810796737671
13,0.51915625,1.1929060909748077,0.511125,1.2323779687881469
14,0.52209375,1.1924986752271651,0.511,1.2258277368545532
15,0.5224375,1.188338437318802,0.5095,1.2280241894721984
16,0.52428125,1.1859742175340653,0.511125,1.2277279191017152
17,0.52265625,1.1839611644744874,0.514375,1.2227300515174866
18,0.526625,1.1818906203508377,0.508875,1.2228926906585693
19,0.526125,1.1810281661748887,0.509375,1.2242336115837098
20,0.52796875,1.1778105374574661,0.512875,1.2222427773475646
21,0.527375,1.176873898267746,0.514125,1.2271209964752197
22,0.52821875,1.1744425686597824,0.513125,1.220728024482727
23,0.529875,1.1724810218811035,0.514875,1.2221463499069214
24,0.53209375,1.1711042629480362,0.507875,1.2258843898773193
25,0.530625,1.1717742706537246,0.5145,1.2196117153167725
26,0.53071875,1.1675945216417312,0.510625,1.2183707442283631
27,0.53096875,1.1665476369857788,0.51175,1.2227661218643189
28,0.53209375,1.1655138986110687,0.514,1.2219527916908264
29,0.53321875,1.1644073995351791,0.513125,1.2178587989807128
