,acc,loss,val_acc,val_loss
0,0.38215625,1.4309974684715272,0.46075,1.3186534719467162
1,0.46496875,1.2984530739784241,0.47875,1.2816362237930299
2,0.47434375,1.2802880501747131,0.47525,1.2737309246063233
3,0.4791875,1.2654017915725708,0.485625,1.2578775997161866
4,0.48628125,1.2516108052730561,0.48975,1.2492821702957153
5,0.49184375,1.2413637826442718,0.49625,1.2407773485183715
6,0.49871875,1.2355081715583802,0.49675,1.2375454206466674
7,0.50075,1.227411148786545,0.506,1.2331525835990906
8,0.5039375,1.2205586116313933,0.502875,1.2342183170318604
9,0.5063125,1.2166096311807633,0.502125,1.2265699844360352
10,0.51225,1.2104863903522491,0.507,1.2277566905021668
11,0.5113125,1.2081525340080261,0.50975,1.2227657399177552
12,0.513875,1.2050690757036209,0.506125,1.2210292849540711
13,0.51490625,1.2007381306886673,0.5055,1.2220162272453308
14,0.5160625,1.196944366812706,0.50475,1.2212601079940797
15,0.51878125,1.1921174046993255,0.50675,1.2246382274627685
16,0.519125,1.1897034296989442,0.504,1.22286945104599
17,0.520375,1.1901636617183686,0.503,1.2189490547180175
18,0.520625,1.1880877856016159,0.51025,1.2257246809005737
19,0.52315625,1.1833204656839371,0.506,1.2221579785346985
20,0.522375,1.1795659284591675,0.50575,1.2187147645950318
21,0.52153125,1.1796864461898804,0.505625,1.2172685375213623
22,0.5261875,1.1787940242290498,0.502125,1.22476412153244
23,0.52453125,1.1743606951236725,0.5045,1.2194955339431763
24,0.52575,1.1754463335275651,0.506625,1.2216038308143615
25,0.5271875,1.1727389593124389,0.50675,1.226514349460602
26,0.52775,1.1721579822301864,0.506625,1.2229354500770568
27,0.528,1.1714396706819534,0.509625,1.2186468768119811
28,0.5281875,1.1692907372713088,0.508,1.2194035573005677
29,0.52884375,1.168526569366455,0.507875,1.2161270933151245
